	2	0	4	2	3	4	4	1	5	1	-1	0	1	7	6	5	0	0	3	4	0	4	1	3	1	1	3	6	2	0	9	4	1	8	3	4	4	0	4	4	0	0	7	0	1	1	3	2	1	2	2	3	6	9	6	6	10	2	4	3	6	8	13	3	4	10	12	2	0	10	5	7	15	3	1	2	7	5	0	9	9	12	5	0	4	2	7	1	4	18	10	4	0	5	3	5	2	1	4	4	1	5	5	3	6	3	3	6	9	5	7	5	8	1	4	12	3	6	5	2	1	3	6	9	10	5	4	0	4	3	11	5	5	4	7	7	6	4	0	4	2	1	4	1	1	3	11	4	0	6	1	6	7	6	1	3	2	2	7	2	2	8	10	3	7	4	7	4	6	8	3	7	8	5	4	4	5	7	9	5	5	6	6	6	8	6	9	6	9	8	9	11	13	9	10	11	5	3	2	2	2	1	1	1	3	0	1	2	8	5	1	0	0	1	1	1	1	1	1	3	2	4	4	1	3	1	8	2	4	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	2	6	2	1	1	1	1	1	0	0	5	7	7	5	4	0	2	7	3	12	7	10	13	12	12	8	6	7	6	8	6	2	4	2	3	4	7	4	8	6	7	3	4	3	1	8	7	0	0	0	0	0	0	7	6
	1	0	0	0	0	1	2	0	0	0	0	-1	0	1	2	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	3	0	1	2	1	1	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	2	1	1	2	2	2	1	0	2	2	0	0	2	0	0	1	0	0	1	0	1	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	3	2	2	2	2	2	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
	0	0	0	0	0	0	1	0	1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
	4	3	2	3	4	3	12	1	10	0	7	1	0	-1	3	6	0	1	0	8	0	10	0	5	0	0	1	6	3	1	3	0	0	8	5	10	8	3	3	10	1	0	7	2	3	0	11	7	3	5	2	5	1	10	1	8	9	7	11	0	2	5	3	5	8	9	8	5	5	7	9	4	9	7	7	3	5	7	6	7	10	4	1	0	7	4	5	2	6	12	10	0	0	0	0	6	3	6	8	2	6	7	9	5	8	5	2	6	0	0	5	2	7	1	4	9	8	5	3	5	1	6	6	8	8	7	6	0	0	2	6	4	7	4	6	6	10	4	8	6	5	11	3	4	3	6	9	2	0	5	3	3	3	10	10	5	5	4	8	3	3	4	4	4	0	1	1	0	1	4	0	0	1	1	1	1	1	7	7	6	5	8	8	8	6	6	7	6	8	7	8	7	6	10	8	10	3	2	5	2	8	3	6	7	4	1	6	1	2	2	5	3	0	0	0	0	0	0	0	6	6	11	2	0	6	0	3	7	7	0	0	1	2	2	1	4	2	0	0	0	2	1	1	1	4	4	4	1	2	1	3	0	4	2	4	6	5	8	7	8	3	7	7	10	5	3	8	7	6	8	8	6	6	7	7	6	5	4	5	5	7	8	7	8	6	8	5	5	2	4	4	7	1	0	0	0	1	0	8	9
	4	0	2	6	1	1	4	1	5	0	6	2	0	3	-1	1	0	0	1	3	0	0	0	1	1	0	1	2	1	0	3	0	0	3	2	3	2	0	0	6	3	0	2	0	0	1	4	2	0	2	1	0	3	6	0	3	4	2	1	4	2	1	4	0	4	3	4	1	1	2	3	2	4	4	3	2	4	2	1	1	3	5	3	0	4	2	3	1	1	9	4	0	2	1	2	3	1	0	1	1	0	0	1	1	2	3	2	3	3	0	1	1	0	1	8	8	3	1	1	1	1	1	1	4	5	2	1	1	1	1	7	2	1	3	3	5	2	2	1	5	1	3	2	1	0	4	3	0	0	2	0	1	3	5	2	2	2	3	1	2	2	1	1	2	7	7	6	5	2	2	7	7	7	6	6	6	6	5	2	2	1	0	0	2	5	4	1	2	2	3	3	4	5	6	2	5	0	1	1	0	2	3	3	2	2	0	1	1	0	3	1	0	1	0	0	0	1	0	0	3	2	2	1	0	2	0	1	0	0	0	0	0	0	0	2	2	1	0	1	0	0	2	2	2	2	1	5	2	1	4	2	1	2	2	3	2	3	4	3	3	3	3	3	2	2	2	4	5	2	4	3	0	1	2	2	2	1	5	1	1	1	2	1	1	1	1	0	1	4	3	5	3	0	0	0	0	0	0	4	4
	1	0	1	2	1	0	4	0	4	2	5	0	0	6	1	-1	0	0	1	2	0	1	0	1	0	0	1	2	0	1	2	1	0	2	3	2	2	0	0	2	2	0	1	0	0	0	2	1	2	1	0	1	2	2	0	2	1	2	3	0	1	1	1	1	3	1	1	1	1	1	3	1	3	2	1	1	2	3	2	2	3	0	0	0	2	0	1	0	1	3	5	0	0	0	0	2	0	2	1	1	2	1	2	1	2	1	0	1	0	0	1	0	1	0	2	4	3	1	0	1	0	1	3	3	2	1	1	1	0	0	1	0	1	3	0	2	2	2	1	2	1	2	1	1	1	1	1	0	0	1	1	1	1	3	2	2	1	1	2	1	1	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	2	2	1	1	2	1	2	2	2	2	2	1	1	2	2	1	1	2	1	2	1	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	2	1	1	1	0	1	0	0	1	1	0	0	1	1	1	1	0	3	0	1	0	0	0	0	1	1	1	2	2	1	1	1	2	1	1	1	2	1	0	2	2	2	2	2	1	1	1	3	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	2	2	0	0	0	0	0	0	1	1
	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	2	1	0	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	2	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1	1
	0	0	2	1	1	4	3	0	2	0	3	0	0	0	1	1	0	0	-1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	2	0	0	0	0	0	2	0	0	0	2	0	0	1	1	1	0	1	0	2	0	0	2	0	3	2	3	1	0	3	3	0	0	2	1	3	3	1	1	0	3	2	0	3	1	1	1	0	0	0	1	0	1	3	1	0	0	0	1	1	0	1	1	1	1	2	1	1	1	1	0	1	1	1	2	1	1	0	1	3	1	2	3	0	0	1	2	2	2	2	0	0	1	1	3	2	1	0	0	0	0	0	1	0	0	2	2	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	2	2	3	2	3	2	4	4	3	4	1	2	5	4	4	3	4	4	3	2	2	2	2	2	2	2	4	3	4	2	2	2	2	2	2	2	3	2	2	2	2	2	1	2	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	2	1	1	1	1	0	0	1	0	1	1	2	2	2	0	1	1	1	3	1	2	3	2	3	1	2	2	3	2	0	0	3	1	1	1	0	1	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	2	1
	3	0	4	1	2	0	3	0	9	0	4	0	0	8	3	2	0	0	0	-1	0	1	0	1	0	0	2	6	1	1	4	0	0	4	2	2	6	0	1	3	0	0	3	1	2	0	3	2	1	1	1	0	1	4	1	6	5	4	8	0	1	2	3	1	6	3	4	4	2	3	2	3	5	1	1	2	5	3	0	4	9	0	0	0	3	0	4	0	5	6	4	0	0	1	1	1	1	3	4	3	1	1	5	5	4	3	3	3	0	0	2	1	2	1	2	3	4	1	0	2	0	4	4	5	9	5	3	1	1	3	2	1	5	2	2	1	4	1	3	6	1	4	2	1	2	3	5	0	0	1	1	1	2	3	2	0	3	4	5	1	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	1	3	4	2	6	5	2	2	3	7	4	6	6	6	6	8	7	1	2	4	0	0	4	4	3	3	1	1	1	1	1	1	1	0	0	0	0	0	0	0	4	3	5	1	0	1	0	3	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	4	4	4	4	3	3	6	5	4	1	5	4	2	4	3	3	3	6	6	5	7	4	7	6	7	8	7	8	5	8	5	4	0	6	1	6	0	0	0	0	0	0	5	5
	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0	2	1	0	0	2	1	0	0	2	1	1	0	1	1	1	0	0	0	1	1	2	1	0	1	1	0	0	1	1	1	2	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	7	4	9	1	5	3	12	1	6	0	4	2	0	10	0	1	1	0	0	1	0	-1	3	3	1	2	4	10	4	0	4	0	1	10	6	8	8	3	1	7	3	0	2	1	3	0	7	8	4	8	0	2	2	5	4	8	7	4	5	2	3	7	4	5	6	8	8	7	5	7	9	6	8	6	7	4	8	4	2	9	3	2	0	0	1	3	1	0	8	7	5	0	0	0	0	3	5	6	7	4	4	7	8	4	7	5	3	4	1	3	6	3	5	1	8	7	9	7	4	8	1	6	9	8	10	9	3	0	3	5	5	3	8	6	4	2	9	3	4	8	4	7	9	6	4	5	6	4	2	0	5	4	3	7	10	3	4	4	5	4	3	2	6	4	0	1	0	1	2	3	0	0	0	0	0	0	0	7	9	9	9	9	7	9	9	7	5	7	9	10	11	9	5	9	8	8	1	3	3	1	3	1	3	4	4	2	3	2	2	3	6	3	0	0	0	0	0	0	0	4	4	7	2	0	6	0	4	6	5	0	0	2	3	2	1	3	3	1	0	1	2	1	1	1	2	2	4	3	2	1	5	2	3	2	3	6	4	4	5	5	1	3	7	7	6	6	8	8	8	9	8	9	10	7	6	3	3	6	4	3	4	4	3	4	2	3	3	4	1	3	4	3	1	0	1	0	1	0	7	7
	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	3	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	2	1	2	2	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
